Step,Temp,E_pair,E_mol,TotEng,Press
40150,0.4453417,-2.3146847,0.064218717,-1.8054954,0.84527411
40200,0.45874774,-2.329603,0.064912885,-1.8063247,0.75501561
40250,0.46274209,-2.3402495,0.063485797,-1.8144073,0.66957962
40300,0.45,-2.3409847,0.057111725,-1.834248,0.72912101
40350,0.45258356,-2.3411764,0.052845392,-1.8361246,0.58911865
40400,0.44688374,-2.3325281,0.050859341,-1.8351574,0.73867802
40450,0.43979378,-2.3398197,0.06143373,-1.8389587,0.64223749
40500,0.45704944,-2.3408341,0.059317107,-1.8248484,0.53970344
40550,0.44606551,-2.3427649,0.061362449,-1.8357087,0.47518937
40600,0.44791849,-2.3491995,0.063361706,-1.8382926,0.63177223
40650,0.44327734,-2.3294854,0.059629184,-1.8269483,0.74227022
40700,0.45473007,-2.3376482,0.050304475,-1.8329926,0.68022123
40750,0.44062739,-2.3454332,0.069852322,-1.8353207,0.73858858
40800,0.45141911,-2.3512101,0.059935719,-1.8402314,0.64565998
40850,0.45040385,-2.3422777,0.059507067,-1.8327421,0.62728907
40900,0.45090842,-2.3491307,0.058697306,-1.8399008,0.61502459
40950,0.44548325,-2.3326197,0.055334698,-1.832173,0.80393891
41000,0.45649961,-2.351089,0.05715896,-1.8378108,0.72813734
41050,0.46265119,-2.3435444,0.056175026,-1.8251038,0.64116771
41100,0.43683285,-2.3314462,0.059540297,-1.8354371,0.67582777
41150,0.44887174,-2.332715,0.060815946,-1.8234013,0.71035925
41200,0.46225274,-2.3399709,0.049740796,-1.8283626,0.589313
41250,0.45521329,-2.3442032,0.054328856,-1.8350404,0.53364559
41300,0.46395545,-2.3453472,0.052460895,-1.8293175,0.60444498
41350,0.43985858,-2.3307609,0.067984882,-1.823284,0.66000729
41400,0.46215713,-2.3463283,0.054842525,-1.8297138,0.55814456
41450,0.45038636,-2.3441195,0.05662187,-1.8374866,0.59493547
41500,0.4441438,-2.3235085,0.052573393,-1.8271615,0.5596068
41550,0.46027498,-2.3470482,0.051714409,-1.8354424,0.59852518
41600,0.44028261,-2.3402946,0.065575274,-1.8348036,0.66587663
41650,0.45595359,-2.3420784,0.062130252,-1.8243746,0.62276946
41700,0.43664088,-2.3283308,0.06569204,-1.8263618,0.82268136
41750,0.46623691,-2.3485212,0.060242217,-1.8224306,0.58779302
41800,0.46301025,-2.3405693,0.057719079,-1.8202258,0.62017685
41850,0.44208863,-2.3289962,0.064068378,-1.8232076,0.6852413
41900,0.45,-2.3579854,0.051493607,-1.8568667,0.5527159
41950,0.42882743,-2.3395447,0.06128916,-1.8497855,0.66781847
42000,0.45,-2.3232036,0.054784506,-1.8187941,0.71801423
42050,0.45124217,-2.3459925,0.058712336,-1.836414,0.64579757
42100,0.45182757,-2.3514982,0.058400899,-1.8416462,0.67060247
42150,0.45684946,-2.3559852,0.059403993,-1.8401124,0.52777931
42200,0.45278261,-2.3439941,0.056805128,-1.8347836,0.60167682
42250,0.45060832,-2.346394,0.058578771,-1.8375824,0.64011611
42300,0.44420653,-2.3332827,0.061326152,-1.8281202,0.6259117
42350,0.44193664,-2.3281496,0.055259204,-1.831322,0.71332041
42400,0.45880019,-2.3577473,0.05836585,-1.8409636,0.59507573
42450,0.44623042,-2.3336321,0.059963935,-1.8278096,0.61369291
42500,0.45128969,-2.3633504,0.07026799,-1.8421688,0.48257064
42550,0.44362194,-2.3442374,0.065235824,-1.8357493,0.58090703
42600,0.44624117,-2.3540373,0.065916087,-1.842252,0.5458945
42650,0.44846547,-2.3482276,0.067273465,-1.8328624,0.56458129
42700,0.44542764,-2.3512917,0.061132511,-1.8451028,0.57457636
42750,0.46011956,-2.360261,0.06665387,-1.833871,0.52162658
42800,0.44844695,-2.3345175,0.052855875,-1.8335884,0.69836311
42850,0.43495591,-2.3307923,0.063447444,-1.8327514,0.65749751
42900,0.44035266,-2.3313869,0.065292637,-1.8261086,0.6636341
42950,0.44896341,-2.3330979,0.057658618,-1.82685,0.52832954
43000,0.4416697,-2.3319285,0.058899532,-1.8317273,0.57596201
43050,0.43588942,-2.3326829,0.060861428,-1.8362953,0.6125149
43100,0.43532462,-2.3447664,0.066571826,-1.8432328,0.59001625
43150,0.46073216,-2.3529978,0.061524165,-1.8311254,0.46578637
43200,0.46085635,-2.3527785,0.062671363,-1.8296348,0.51681527
43250,0.43433123,-2.3330876,0.06527584,-1.8338425,0.78438962
43300,0.43830875,-2.3391154,0.066633767,-1.8345382,0.70791504
43350,0.45468693,-2.3496609,0.062244999,-1.8331079,0.63583188
43400,0.43997415,-2.3334985,0.068297219,-1.8255938,0.67558462
43450,0.4432131,-2.333544,0.053452235,-1.837248,0.78186496
43500,0.44767742,-2.3467196,0.068009041,-1.8314062,0.61359851
43550,0.45022278,-2.33875,0.059478397,-1.829424,0.59428032
43600,0.43966761,-2.3379501,0.068141184,-1.8305077,0.57888273
43650,0.45545779,-2.3443052,0.059932273,-1.8292947,0.48305288
43700,0.44063038,-2.3441983,0.078299039,-1.825636,0.61548436
43750,0.45647598,-2.3583483,0.066448968,-1.8358037,0.46199727
43800,0.4558157,-2.3456112,0.06168581,-1.8284895,0.49355081
43850,0.45273692,-2.3423453,0.06368203,-1.8263037,0.56351969
43900,0.46398927,-2.357897,0.059310571,-1.8349838,0.41159228
43950,0.4298734,-2.3231897,0.064787731,-1.8288867,0.63144593
44000,0.44933569,-2.3408688,0.067583282,-1.8243242,0.46238398
44050,0.44658698,-2.3280484,0.062036619,-1.8197969,0.60966133
44100,0.46531291,-2.3517048,0.058496044,-1.8282836,0.57320792
44150,0.4494229,-2.3433296,0.065635817,-1.8286454,0.56214589
44200,0.45,-2.3597571,0.061602522,-1.8485296,0.44773319
44250,0.44137965,-2.3479949,0.056281126,-1.850702,0.58152828
44300,0.45094823,-2.3595608,0.064434818,-1.8445535,0.48476552
44350,0.44916487,-2.3602917,0.06510395,-1.8463972,0.52793146
44400,0.43357941,-2.340798,0.060774735,-1.8468051,0.60036115
44450,0.45773489,-2.3691937,0.063430271,-1.84841,0.4308844
44500,0.45382951,-2.3724208,0.056752262,-1.8622172,0.39559496
44550,0.44227001,-2.3547114,0.060671011,-1.852139,0.60620599
44600,0.45,-2.3392929,0.059603928,-1.830064,0.76210004
44650,0.46480509,-2.3624588,0.065484203,-1.8325569,0.59294576
44700,0.4661213,-2.3545162,0.060127409,-1.8286559,0.65568574
44750,0.45822351,-2.3581382,0.070092692,-1.8302039,0.57168663
44800,0.46091674,-2.3380639,0.054311824,-1.8232195,0.67542989
44850,0.44678388,-2.336068,0.060877321,-1.8287791,0.75218795
44900,0.4507917,-2.3492581,0.07107121,-1.8277709,0.46133728
44950,0.45757715,-2.3435407,0.063454669,-1.8228902,0.58305193
45000,0.46892497,-2.3582719,0.053780312,-1.8359574,0.69298004
45050,0.46482386,-2.3547916,0.061898721,-1.8284563,0.61458741
45100,0.45,-2.3573568,0.059151804,-1.84858,0.52544716
45150,0.44418018,-2.353239,0.056987369,-1.8524416,0.64388323
45200,0.44825306,-2.358411,0.053503952,-1.8570275,0.70987005
45250,0.44082462,-2.3645055,0.064689566,-1.8593587,0.60181194
45300,0.43355927,-2.3437572,0.047136137,-1.8634231,0.66315895
45350,0.44363534,-2.364649,0.065081269,-1.8563021,0.47377595
45400,0.43859459,-2.3649823,0.059232896,-1.8675203,0.51749602
45450,0.45416253,-2.3749022,0.057479696,-1.8636384,0.41744145
45500,0.44513044,-2.3578738,0.057700626,-1.8554137,0.48686564
45550,0.44723442,-2.3648213,0.062548184,-1.8554114,0.4954605
45600,0.44032495,-2.3454889,0.055810393,-1.8497205,0.64808431
45650,0.45487016,-2.3562004,0.056217931,-1.8454914,0.54355068
45700,0.45,-2.3761407,0.056404715,-1.870111,0.34075074
45750,0.42881253,-2.3600236,0.057661584,-1.8739068,0.54997784
45800,0.43026226,-2.3640834,0.058284183,-1.8758955,0.52314979
45850,0.43604589,-2.3674763,0.059124095,-1.8726697,0.5433107
45900,0.43389432,-2.368396,0.052011434,-1.8828518,0.54047791
45950,0.43072422,-2.3560809,0.060742547,-1.8649731,0.45463655
46000,0.44012265,-2.3666524,0.052519891,-1.8743766,0.59389413
46050,0.44409076,-2.3702938,0.054645203,-1.8719279,0.39034512
46100,0.43572857,-2.36229,0.054619688,-1.8723049,0.41723156
46150,0.42911993,-2.3560871,0.061652496,-1.8656723,0.51411604
46200,0.43658088,-2.364955,0.052844738,-1.8758932,0.35508768
46250,0.43654679,-2.3596368,0.049896005,-1.8735578,0.51767306
46300,0.45,-2.342663,0.058799855,-1.8342382,0.56500333
46350,0.44082635,-2.353587,0.060745923,-1.8523821,0.51604653
46400,0.44487633,-2.3379471,0.052377738,-1.8410638,0.46838866
46450,0.44383037,-2.339556,0.055232887,-1.8408626,0.48405996
46500,0.43913723,-2.3609226,0.066430532,-1.8557208,0.53186048
46550,0.42276112,-2.3321641,0.062197483,-1.8475578,0.6039354
46600,0.439659,-2.3553038,0.061766072,-1.8542451,0.49170601
46650,0.43273007,-2.3461114,0.061348987,-1.852393,0.55424416
46700,0.44552164,-2.3525451,0.057342605,-1.8500522,0.41319054
46750,0.45016573,-2.3553693,0.055287398,-1.8502913,0.53030706
46800,0.44783716,-2.3553278,0.058254104,-1.8496097,0.60832106
46850,0.43412801,-2.3492398,0.06057298,-1.8549006,0.68935466
46900,0.45,-2.3500894,0.067120548,-1.8333438,0.58136518
46950,0.46854321,-2.3475682,0.059215733,-1.8201997,0.59167417
47000,0.4416469,-2.3414488,0.065269137,-1.8349008,0.62798712
47050,0.45396312,-2.3440869,0.061855901,-1.8286462,0.53296102
47100,0.45673628,-2.3476081,0.064906501,-1.826346,0.61813249
47150,0.45977409,-2.3437935,0.058342591,-1.82606,0.56566667
47200,0.45502662,-2.3368525,0.061738739,-1.8204663,0.70134875
47250,0.44970904,-2.3374672,0.060843097,-1.8272899,0.74370624
47300,0.46872055,-2.3630779,0.067121934,-1.827626,0.53951308
47350,0.45780282,-2.3417061,0.056353727,-1.827931,0.70448924
47400,0.45496806,-2.3374266,0.061819221,-1.8210184,0.66891487
47450,0.45016201,-2.3412747,0.062873779,-1.828614,0.57833619
47500,0.4521033,-2.3459913,0.06508992,-1.8291748,0.61176708
47550,0.46241653,-2.3559748,0.059090852,-1.8348528,0.54635887
47600,0.44619558,-2.3545293,0.066326371,-1.8423792,0.63835816
47650,0.4702415,-2.3582236,0.059925574,-1.8284484,0.54965593
47700,0.45,-2.3714955,0.052610097,-1.8692604,0.54435313
47750,0.4601428,-2.3789307,0.05763463,-1.8615368,0.44943688
47800,0.45023775,-2.3622978,0.057009928,-1.8554253,0.61197242
47850,0.44615856,-2.3555465,0.059488642,-1.8502711,0.66149288
47900,0.45028383,-2.3651767,0.053826758,-1.8614414,0.61010251
47950,0.45042306,-2.373688,0.057056125,-1.8665842,0.55664123
48000,0.4496187,-2.3735327,0.058550602,-1.8657381,0.51597225
48050,0.44582283,-2.3758346,0.061867694,-1.8685156,0.47260405
48100,0.43405094,-2.3493312,0.058540145,-1.8571018,0.68229614
48150,0.434272,-2.3506887,0.061734095,-1.8550445,0.64954617
48200,0.4549488,-2.3715925,0.059037004,-1.8579858,0.46769818
48250,0.4330394,-2.3518493,0.067127574,-1.8520432,0.63376096
48300,0.44193288,-2.367783,0.062831359,-1.8633871,0.50974134
48350,0.44561556,-2.3672991,0.059404373,-1.8626505,0.3990286
48400,0.44128083,-2.3705118,0.065794681,-1.8638041,0.46920774
48450,0.43765294,-2.3680276,0.061187232,-1.8695521,0.45185289
48500,0.43341869,-2.3616008,0.069349561,-1.8591937,0.43095536
48550,0.45041048,-2.3776314,0.062396097,-1.8652001,0.44672978
48600,0.44976914,-2.378141,0.057074838,-1.8716718,0.53679646
48650,0.46743591,-2.3723299,0.048004735,-1.8572788,0.4159581
48700,0.43032261,-2.3527849,0.062086073,-1.8607348,0.56514508
48750,0.44721335,-2.3649951,0.061880205,-1.8562742,0.49103302
48800,0.4452669,-2.3586512,0.058582379,-1.855173,0.43162617
48850,0.44956249,-2.3721157,0.07083885,-1.852089,0.35076547
48900,0.46508904,-2.3659653,0.055876044,-1.8453878,0.51403544
48950,0.44423803,-2.3548659,0.057649311,-1.8533488,0.44821656
49000,0.45327144,-2.378477,0.064537663,-1.8610457,0.41080528
49050,0.43745625,-2.3587788,0.067675171,-1.854012,0.67492463
49100,0.45657014,-2.3652813,0.058649783,-1.8504419,0.38270327
49150,0.44910222,-2.3649276,0.068639633,-1.84756,0.42515741
49200,0.46776635,-2.3844042,0.062194394,-1.8548332,0.32856518
49250,0.4576388,-2.3749796,0.066654056,-1.8510681,0.46804177
49300,0.44137271,-2.3572045,0.065478394,-1.8507212,0.5948281
49350,0.46178932,-2.3785749,0.06577308,-1.8513974,0.51454331
49400,0.43983071,-2.3520381,0.055594087,-1.8569798,0.63198232
49450,0.44466836,-2.3667868,0.059974876,-1.8625142,0.4185962
49500,0.45935525,-2.368683,0.052549998,-1.8571606,0.38633182
49550,0.4571751,-2.3760433,0.0625201,-1.8567291,0.4885911
49600,0.44022457,-2.3683506,0.065288794,-1.8632041,0.4260858
49650,0.44793214,-2.3731334,0.063813002,-1.8617616,0.50103158
49700,0.45188975,-2.3599909,0.052855125,-1.8556226,0.46694708
49750,0.44993652,-2.3757349,0.07007517,-1.8560982,0.33922763
49800,0.46570492,-2.3691487,0.053536933,-1.8502949,0.4602098
49850,0.44333604,-2.3521774,0.054715226,-1.8544955,0.60685208
49900,0.44199868,-2.359565,0.060094027,-1.8578407,0.41838011
49950,0.44399955,-2.3465887,0.055862937,-1.8470962,0.46792862
50000,0.45228444,-2.3646735,0.05685411,-1.8559118,0.47062831
50050,0.44170064,-2.3507242,0.05942454,-1.8499671,0.52345564
50100,0.45123178,-2.3602157,0.05956072,-1.8497993,0.50845469
50150,0.44529492,-2.3604849,0.060766539,-1.8547945,0.5420327
50200,0.44855991,-2.3665688,0.057071725,-1.861311,0.44008399
50250,0.45047636,-2.3657362,0.06299075,-1.8526445,0.53976318
50300,0.46124129,-2.3795241,0.062522504,-1.8561446,0.48873194
50350,0.45531776,-2.3640391,0.057347297,-1.8517534,0.56089237
50400,0.45346086,-2.3624765,0.058890442,-1.8505031,0.38789739
50450,0.4372923,-2.3475449,0.058500422,-1.8521166,0.54590302
50500,0.4422656,-2.3562719,0.061625499,-1.8527493,0.50112152
50550,0.43871479,-2.3456698,0.057276562,-1.8500441,0.54695182
50600,0.43639336,-2.345776,0.059070294,-1.850676,0.55292037
50650,0.46137862,-2.3645957,0.04983684,-1.8537648,0.50869765
50700,0.4348495,-2.3457114,0.06451602,-1.8467082,0.56274505
50750,0.44749528,-2.3596251,0.0606923,-1.8518105,0.5017404
50800,0.440719,-2.3605398,0.063439271,-1.8567488,0.49689764
50850,0.44954644,-2.3601643,0.054203343,-1.8567891,0.58444116
50900,0.44222754,-2.3532922,0.057917397,-1.8535157,0.56539456
50950,0.44755714,-2.3567234,0.059854989,-1.8496842,0.37664417
51000,0.44765607,-2.3599421,0.058082496,-1.8545766,0.29268491
51050,0.44041329,-2.3476019,0.05904022,-1.8485154,0.55031952
51100,0.44154907,-2.3514942,0.062789106,-1.847524,0.43058668
51150,0.44999765,-2.3605244,0.056194329,-1.8547075,0.2975205
51200,0.44534468,-2.3592908,0.061679223,-1.852638,0.24553542
51250,0.44395009,-2.3578752,0.05769695,-1.8565982,0.28998809
51300,0.43822475,-2.3644317,0.070828292,-1.8557439,0.23374938
51350,0.45429779,-2.3574338,0.053777158,-1.8497374,0.36752934
51400,0.44827852,-2.35939,0.056262314,-1.8552227,0.40883428
51450,0.43804339,-2.3465337,0.056314505,-1.8525409,0.46186286
51500,0.45649125,-2.3562833,0.056104759,-1.8440677,0.29946122
51550,0.43974976,-2.349964,0.055267264,-1.8553135,0.45540093
51600,0.4471383,-2.3666799,0.064944745,-1.8549695,0.41810043
51650,0.44276063,-2.3698932,0.073356758,-1.8541447,0.40473474
51700,0.43257107,-2.3570041,0.061546479,-1.8632471,0.41791738
51750,0.45398387,-2.3651816,0.057347658,-1.8542284,0.45181418
51800,0.45345116,-2.3615782,0.05365353,-1.8548513,0.54609435
51850,0.44422066,-2.3507251,0.054475034,-1.8523996,0.36889001
51900,0.45,-2.3505516,0.069748163,-1.8311784,0.53588358
51950,0.4562063,-2.3425605,0.063883419,-1.8228509,0.5656191
52000,0.45601905,-2.3537593,0.067230765,-1.8308895,0.52244341
52050,0.45393152,-2.3422823,0.057868534,-1.8308605,0.53785498
52100,0.45485919,-2.3627459,0.066286674,-1.8419791,0.51749944
52150,0.45323436,-2.3472445,0.065745284,-1.8286426,0.64379102
52200,0.45571818,-2.3441121,0.061295485,-1.8274782,0.60167164
52250,0.46091878,-2.3489475,0.059863445,-1.8285493,0.57366088
52300,0.46868679,-2.3571079,0.058857847,-1.8299538,0.47031141
52350,0.45362825,-2.3458981,0.063253447,-1.8293944,0.5870164
52400,0.45206732,-2.3407301,0.061717917,-1.8273216,0.51900545
52450,0.45428252,-2.3331209,0.052769822,-1.8264471,0.57584959
52500,0.46059985,-2.3469153,0.065415654,-1.8212837,0.51233259
52550,0.47280918,-2.3547669,0.060199536,-1.8221521,0.56717963
52600,0.46019902,-2.3504694,0.062097303,-1.8285565,0.45310418
52650,0.45914789,-2.3515696,0.06705308,-1.8257513,0.49002924
52700,0.45178968,-2.3360806,0.06015023,-1.8245171,0.51666926
52750,0.4671515,-2.3656873,0.061401797,-1.8375232,0.44306384
52800,0.46673794,-2.3529033,0.052571875,-1.8339824,0.56752026
52850,0.45497481,-2.3436271,0.060035686,-1.8289957,0.52259551
52900,0.45288426,-2.3491183,0.062653955,-1.8339575,0.4909977
52950,0.45831306,-2.3524019,0.061819347,-1.8326514,0.47563491
53000,0.45649145,-2.3613453,0.067890089,-1.8373441,0.61775498
53050,0.4617373,-2.3595192,0.061026892,-1.8371398,0.52389308
53100,0.44935443,-2.3459057,0.066748719,-1.830177,0.71651395
53150,0.45776831,-2.35385,0.059329469,-1.8371337,0.64152107
53200,0.45995013,-2.3479138,0.057390309,-1.8309566,0.61392285
53250,0.46325071,-2.3601593,0.056850996,-1.8404436,0.69535893
53300,0.44948103,-2.3608012,0.06603699,-1.8456577,0.71791304
53350,0.4668761,-2.3621839,0.060103069,-1.8355938,0.56463925
53400,0.46801633,-2.357793,0.057319277,-1.8328474,0.64234456
53450,0.44316405,-2.3441191,0.061413581,-1.8399108,0.75356438
53500,0.45878245,-2.361155,0.062793677,-1.8399612,0.57196457
53550,0.47415637,-2.3826197,0.06832351,-1.840535,0.48219961
53600,0.45046141,-2.3456978,0.057729463,-1.8378823,0.68291828
53650,0.45786211,-2.356786,0.058506339,-1.8407991,0.61905579
53700,0.464543,-2.3688555,0.066987758,-1.8377118,0.51280707
53750,0.44283496,-2.3422233,0.066066075,-1.8336913,0.68141509
53800,0.44533036,-2.3425308,0.066838444,-1.8307331,0.58588133
53850,0.45872421,-2.3530956,0.063521279,-1.8312323,0.47770206
53900,0.44457099,-2.3505198,0.06937679,-1.8369425,0.60036735
53950,0.44144275,-2.3248964,0.054726422,-1.8290951,0.7245533
54000,0.44512123,-2.3525736,0.067645708,-1.8401776,0.59955775
54050,0.4617297,-2.365181,0.065162089,-1.838674,0.64155248
54100,0.44547302,-2.3357946,0.070773981,-1.8199188,0.62593479
54150,0.45966302,-2.340052,0.055318187,-1.8254538,0.58752547
54200,0.4693461,-2.3557185,0.053361759,-1.8334017,0.53826829
54250,0.45970415,-2.3416539,0.058842968,-1.8234899,0.57567171
54300,0.43910805,-2.3293986,0.064640412,-1.826016,0.67660658
54350,0.46434329,-2.3658758,0.071255259,-1.8306642,0.44088674
54400,0.46675726,-2.3736516,0.069726659,-1.8375566,0.35421785
54450,0.45720539,-2.3584489,0.069167865,-1.8324567,0.47372868
54500,0.46615169,-2.351392,0.053230944,-1.8323978,0.54968031
54550,0.45903092,-2.3499078,0.06093031,-1.8303291,0.49999898
54600,0.45862129,-2.3565854,0.060025895,-1.8383204,0.60322409
54650,0.47045549,-2.3631342,0.056362881,-1.8367079,0.55743893
54700,0.45083453,-2.3522531,0.068382391,-1.8334118,0.54931204
54750,0.46393376,-2.3593944,0.066220731,-1.8296265,0.50661996
54800,0.46533891,-2.3666581,0.063035711,-1.8386713,0.4746992
54850,0.46433016,-2.3554317,0.063964496,-1.8275239,0.51418241
54900,0.4654428,-2.354748,0.068465572,-1.8212275,0.6240158
54950,0.45631015,-2.3490116,0.069835773,-1.823246,0.58501947
55000,0.45,-2.3498641,0.052772772,-1.8474663,0.52162308
55050,0.43832432,-2.3600861,0.059318083,-1.862809,0.55249016
55100,0.45,-2.3538828,0.067610948,-1.8366468,0.56045116
55150,0.46789447,-2.3673051,0.060959639,-1.8388409,0.45666026
55200,0.4597425,-2.3525756,0.054123489,-1.8390927,0.56566669
55250,0.45625519,-2.3622187,0.071787487,-1.8345563,0.48672439
55300,0.45,-2.3718106,0.060681992,-1.8615036,0.413697
55350,0.44737913,-2.3756829,0.063008807,-1.8656678,0.40625058
55400,0.44082488,-2.3595638,0.058256676,-1.8608496,0.37598385
55450,0.44590985,-2.3671218,0.065835229,-1.8557483,0.4249479
55500,0.45,-2.3369178,0.064142816,-1.82315,0.66369887
55550,0.47132864,-2.3535745,0.055378854,-1.8272598,0.58517234
55600,0.46553278,-2.3466424,0.062726893,-1.8187707,0.61225661
55650,0.4665583,-2.3485645,0.060184829,-1.8222101,0.59219458
55700,0.45,-2.3545287,0.061748895,-1.8431548,0.55768108
55750,0.45049489,-2.3567352,0.055766194,-1.8508496,0.60523128
55800,0.46861341,-2.3773649,0.060827998,-1.848314,0.46919885
55850,0.44986798,-2.3537711,0.058940488,-1.8453375,0.51242308
55900,0.46371521,-2.3565388,0.05624704,-1.836963,0.53626294
55950,0.45125305,-2.3479114,0.050952175,-1.8460822,0.76315008
56000,0.46310147,-2.3647869,0.058875158,-1.8431962,0.42966382
56050,0.46179799,-2.3668744,0.058890191,-1.8465711,0.448995
56100,0.46271739,-2.3646666,0.05588749,-1.8464473,0.435654
56150,0.45650634,-2.3593471,0.057486074,-1.8457351,0.45131171
56200,0.45645416,-2.3747683,0.065062325,-1.8536322,0.55091304
56250,0.4449379,-2.3584376,0.063771051,-1.8500994,0.64430035
56300,0.43785513,-2.3480671,0.059764328,-1.8508125,0.63360375
56350,0.46342809,-2.3683477,0.06073793,-1.8445679,0.49286742
56400,0.45925899,-2.3688398,0.054687971,-1.8552755,0.56373243
56450,0.44796778,-2.3468427,0.055083832,-1.8441644,0.68712217
56500,0.45171222,-2.3644768,0.058929919,-1.8542111,0.58313437
56550,0.46303775,-2.371389,0.05574526,-1.8529918,0.5463339
56600,0.45627241,-2.3641411,0.059526805,-1.8487221,0.56535926
56650,0.45097951,-2.3616547,0.058285487,-1.8527655,0.49140623
56700,0.4556418,-2.3593877,0.059004191,-1.8451214,0.46854067
56750,0.44526229,-2.3618297,0.071750923,-1.8451875,0.47191244
56800,0.44897699,-2.3500905,0.057894374,-1.8435933,0.60109771
56850,0.46103816,-2.3568287,0.056926792,-1.8392479,0.47965666
56900,0.45772272,-2.3559794,0.057831037,-1.8408071,0.67660895
56950,0.46486376,-2.3745812,0.06288832,-1.8472165,0.4153032
57000,0.44110753,-2.3458194,0.061243573,-1.8438359,0.57341637
57050,0.46041596,-2.3506334,0.0542249,-1.8363763,0.41377192
57100,0.44843281,-2.3615531,0.0666767,-1.8468173,0.46447516
57150,0.4428133,-2.359899,0.068282637,-1.8491721,0.38245615
57200,0.43524817,-2.3499341,0.068358151,-1.8466905,0.48367315
57250,0.44561666,-2.3517163,0.059392004,-1.847079,0.45467349
57300,0.45130719,-2.3605237,0.05520016,-1.8543924,0.28663415
57350,0.42755205,-2.3276543,0.062878885,-1.8375797,0.56029802
57400,0.44809495,-2.3517079,0.059270948,-1.8447155,0.4883311
57450,0.45356641,-2.3652802,0.061202691,-1.8508891,0.5311683
57500,0.44810475,-2.3484528,0.055723064,-1.8449984,0.5942056
57550,0.4501806,-2.3707997,0.066467082,-1.8545271,0.4017247
57600,0.45121408,-2.3503579,0.056015965,-1.8435039,0.55315307
57650,0.44309857,-2.3534633,0.061885944,-1.848848,0.46426223
57700,0.43904834,-2.3569988,0.069782909,-1.8485334,0.43928798
57750,0.44896971,-2.3620883,0.062843444,-1.8506493,0.37142957
57800,0.45682107,-2.3650157,0.054308423,-1.8542669,0.39598501
57850,0.44295442,-2.359331,0.061939668,-1.854806,0.35756195
57900,0.44995613,-2.3662887,0.06787971,-1.8488278,0.35312438
57950,0.44389596,-2.3572519,0.067407004,-1.8463189,0.56920683
58000,0.45644033,-2.363125,0.056321801,-1.8507432,0.48004993
58050,0.45772132,-2.365851,0.061077906,-1.8474332,0.43496259
58100,0.4542751,-2.3673102,0.06652457,-1.8468891,0.46695086
58150,0.46660386,-2.3759694,0.057949914,-1.8518045,0.3744265
58200,0.44904758,-2.3618579,0.06741248,-1.8457721,0.47722036
58250,0.45954663,-2.3729608,0.062673406,-1.8511238,0.42345334
58300,0.45790503,-2.3584813,0.057221384,-1.8437365,0.42503425
58350,0.45896657,-2.3550335,0.060368271,-1.8360811,0.38131885
58400,0.45005034,-2.3454699,0.055111597,-1.840683,0.39061289
58450,0.45701975,-2.3548798,0.06043767,-1.8378032,0.38094498
58500,0.44194447,-2.3524813,0.069437451,-1.8414676,0.44591567
58550,0.45282064,-2.3567018,0.059833486,-1.8444251,0.52778357
58600,0.45683128,-2.3672983,0.067493188,-1.8433545,0.36248711
58650,0.4512808,-2.3621907,0.062410162,-1.8488758,0.604982
58700,0.45891971,-2.3570795,0.054943547,-1.8435987,0.38806145
58750,0.45446285,-2.3486297,0.056211402,-1.8383342,0.48509508
58800,0.45395371,-2.3541559,0.061039281,-1.8395413,0.54516785
58850,0.47085734,-2.3583765,0.055365467,-1.832546,0.31307684
58900,0.44751997,-2.3618268,0.06932818,-1.8453516,0.41105865
58950,0.44914,-2.3750154,0.06192855,-1.8643212,0.36127985
59000,0.45303793,-2.3712185,0.061671423,-1.8568867,0.42023036
59050,0.45903547,-2.3648442,0.062808767,-1.8433825,0.3115173
59100,0.45026503,-2.363851,0.064575181,-1.849386,0.48162512
59150,0.44501084,-2.3667395,0.06942208,-1.8526775,0.39858857
59200,0.45239607,-2.3628234,0.06975387,-1.8410504,0.32683235
59250,0.46817696,-2.3687707,0.059795306,-1.8411886,0.43210746
59300,0.45193015,-2.3597379,0.063998764,-1.8441856,0.48471013
59350,0.45977547,-2.3654187,0.059800337,-1.846226,0.41474079
59400,0.4519389,-2.3528457,0.054560589,-1.8467228,0.39101194
59450,0.46547507,-2.3726401,0.053007997,-1.8545449,0.26162415
59500,0.44498022,-2.3504375,0.050290846,-1.8555372,0.46234193
59550,0.44057881,-2.3544354,0.059931435,-1.8542923,0.46136071
59600,0.44481003,-2.3572772,0.054149431,-1.8586884,0.54754979
59650,0.44734979,-2.3573016,0.057168409,-1.8531562,0.5717694
59700,0.44906664,-2.3672778,0.066612227,-1.8519731,0.41772714
59750,0.42340171,-2.3318609,0.065673665,-1.8431383,0.64507823
59800,0.45804728,-2.3612184,0.061494901,-1.8420579,0.39029111
59850,0.4511001,-2.374881,0.06074265,-1.8634142,0.42695921
59900,0.46130295,-2.3822698,0.070775381,-1.8505759,0.33821708
59950,0.46135386,-2.3659769,0.059572245,-1.8454353,0.49783442
60000,0.46049243,-2.3721497,0.061894391,-1.8501466,0.58289721
60050,0.46485126,-2.3713107,0.061339683,-1.8455072,0.39012256
60100,0.45692749,-2.3659847,0.061187241,-1.8482507,0.44645558
60150,0.46530373,-2.3759031,0.06050923,-1.8504779,0.42264968
60200,0.45688612,-2.3679686,0.055509016,-1.8559542,0.48379511
60250,0.45310591,-2.3690484,0.062920973,-1.8533991,0.4436611
