Step,Temp,E_pair,E_mol,TotEng,Press
20050,0.44502856,-2.3043318,0.065755561,-1.7939186,0.83924254
20100,0.4563767,-2.3174344,0.073492905,-1.7879451,0.71631398
20150,0.45639887,-2.3122918,0.073422108,-1.7828511,0.82275779
20200,0.45425183,-2.3000415,0.065158943,-1.7810093,0.80168525
20250,0.45672419,-2.3139313,0.06866232,-1.7889254,0.67412958
20300,0.45,-2.3104147,0.055559112,-1.8052306,0.81147776
20350,0.4373547,-2.318618,0.057788812,-1.823839,0.84796393
20400,0.43968639,-2.3075352,0.065851417,-1.8023638,0.83920065
20450,0.4411924,-2.3142502,0.067003912,-1.8064216,0.91914789
20500,0.45430396,-2.3254781,0.067442283,-1.8041104,0.69145986
20550,0.45290594,-2.3283521,0.069642616,-1.806181,0.72184923
20600,0.44911988,-2.3171486,0.058942909,-1.8094601,0.79157267
20650,0.43315145,-2.2942997,0.058642868,-1.8028663,0.88803214
20700,0.43722949,-2.3013331,0.055266914,-1.8092011,0.89083615
20750,0.45894731,-2.3344982,0.063896882,-1.8120365,0.68169796
20800,0.44085903,-2.30068,0.056337836,-1.8038505,0.87425949
20850,0.44838578,-2.3119147,0.056096647,-1.807806,0.78274298
20900,0.45783299,-2.3161768,0.056524179,-1.8022012,0.75552833
20950,0.44865004,-2.2994242,0.050164378,-1.8009836,0.87344146
21000,0.4586726,-2.3203826,0.051990761,-1.8101015,0.8327757
21050,0.46543361,-2.3357234,0.0582288,-1.8124488,0.64261141
21100,0.45992958,-2.3206299,0.063952929,-1.7971307,0.71382736
21150,0.47548542,-2.3458911,0.058735019,-1.8120669,0.59651581
21200,0.45167896,-2.3199745,0.061219934,-1.8074521,0.8315953
21250,0.44094022,-2.3096272,0.062724174,-1.8063303,0.80043871
21300,0.4557751,-2.3259856,0.058864464,-1.8117259,0.90393398
21350,0.46199672,-2.3298334,0.057311694,-1.81091,0.79603096
21400,0.46729632,-2.3423919,0.060054836,-1.8154301,0.74064818
21450,0.46534171,-2.3383818,0.061277307,-1.8121505,0.82637284
21500,0.45783242,-2.3247499,0.059424575,-1.8078744,0.71596734
21550,0.46248136,-2.3350789,0.066582082,-1.8064009,0.66544992
21600,0.45541129,-2.3217693,0.065159185,-1.8015783,0.81352791
21650,0.44219352,-2.3088874,0.060472092,-1.8065903,0.87909272
21700,0.45387226,-2.3265068,0.059079466,-1.8139333,0.69872026
21750,0.46199578,-2.3387786,0.068782816,-1.808385,0.56475062
21800,0.44975827,-2.3198025,0.062488135,-1.8079309,0.77801903
21850,0.45761477,-2.3185949,0.055224593,-1.8061369,0.63145804
21900,0.45558982,-2.318742,0.063081689,-1.8004501,0.77884532
21950,0.45527625,-2.3348285,0.066014592,-1.8139171,0.59666503
22000,0.44685145,-2.3304061,0.063273892,-1.8206531,0.68695331
22050,0.45874979,-2.3397436,0.063247508,-1.8181286,0.70595677
22100,0.45,-2.3298569,0.061026982,-1.8192049,0.70251919
22150,0.43574626,-2.3231961,0.060510383,-1.8273026,0.63070505
22200,0.43798639,-2.321107,0.053897494,-1.8295881,0.79441466
22250,0.42813869,-2.3074861,0.052882948,-1.8268212,0.82637432
22300,0.44792608,-2.3327522,0.061774086,-1.8234254,0.62877799
22350,0.43590933,-2.3246195,0.060009894,-1.8290635,0.83561211
22400,0.44449534,-2.3260825,0.057337886,-1.8246196,0.7137787
22450,0.47118088,-2.353028,0.055424662,-1.8268151,0.39335894
22500,0.43206849,-2.3313651,0.054261495,-1.8453952,0.78320683
22550,0.44669362,-2.3342892,0.054007269,-1.8339605,0.74619263
22600,0.44562328,-2.3313461,0.052502748,-1.8335914,0.71645991
22650,0.45813401,-2.3596184,0.058094147,-1.843772,0.63004254
22700,0.44937917,-2.3359896,0.057479824,-1.8295051,0.7038184
22750,0.4413176,-2.3395585,0.06275476,-1.8358539,0.77901197
22800,0.45977617,-2.337579,0.051901836,-1.8262841,0.63173423
22850,0.45017613,-2.3342023,0.056908806,-1.8274925,0.78396627
22900,0.44573732,-2.3353844,0.060319286,-1.8296993,0.64536278
22950,0.44405125,-2.3444795,0.064824214,-1.8359741,0.50782258
23000,0.45478878,-2.3572276,0.060062869,-1.842755,0.62752577
23050,0.44805483,-2.3355221,0.053229561,-1.8346111,0.64204948
23100,0.44973579,-2.3327652,0.051047115,-1.832357,0.66895487
23150,0.4418121,-2.3296974,0.055953261,-1.8323002,0.72163506
23200,0.43778435,-2.3249021,0.052662635,-1.8348199,0.70816624
23250,0.44304706,-2.3338087,0.054822144,-1.8363087,0.73343703
23300,0.43687987,-2.3389474,0.060659005,-1.8417726,0.64594448
23350,0.44983347,-2.340816,0.060710326,-1.8306471,0.52718177
23400,0.44927997,-2.3483393,0.066482559,-1.8329511,0.470651
23450,0.44419839,-2.3358003,0.057870658,-1.8341014,0.61899449
23500,0.43903005,-2.3369235,0.053123591,-1.8451357,0.72058232
23550,0.44748059,-2.3452683,0.06397146,-1.8341892,0.62360599
23600,0.43816559,-2.3257802,0.059499073,-1.8284807,0.67673368
23650,0.44758144,-2.3334702,0.056141868,-1.8301198,0.63855538
23700,0.45059091,-2.3428001,0.059318185,-1.8332665,0.62611126
23750,0.45421536,-2.3435229,0.055962094,-1.8337239,0.61275024
23800,0.43398047,-2.3443836,0.072261691,-1.8385031,0.63172235
23850,0.45075559,-2.3443664,0.064938214,-1.8290483,0.5828192
23900,0.45800932,-2.3538075,0.065437051,-1.8307428,0.53695432
23950,0.45564623,-2.3479984,0.056642776,-1.8360891,0.67392018
24000,0.43571399,-2.3313369,0.063402338,-1.8325836,0.69645265
24050,0.45568629,-2.3526698,0.070119374,-1.8272439,0.46172821
24100,0.45,-2.3273691,0.066203751,-1.8115404,0.79996767
24150,0.46165263,-2.3217119,0.059258971,-1.801185,0.81178994
24200,0.45507861,-2.3103675,0.051348524,-1.8043196,0.74145898
24250,0.46550899,-2.3311974,0.05733618,-1.8087402,0.61663208
24300,0.46050713,-2.3277934,0.062762335,-1.8049077,0.67236497
24350,0.4609499,-2.3275929,0.057463864,-1.8095632,0.63381058
24400,0.46292328,-2.3362048,0.069903313,-1.803764,0.55409171
24450,0.46767239,-2.3485547,0.063298266,-1.8179738,0.34559365
24500,0.456603,-2.3231068,0.060134123,-1.8067502,0.52662538
24550,0.45857325,-2.3302649,0.056634837,-1.8154389,0.60682557
24600,0.46142859,-2.3352915,0.064563522,-1.8096839,0.59841527
24650,0.45502353,-2.326084,0.064091988,-1.8073477,0.48191283
24700,0.44884036,-2.3113611,0.059182675,-1.8037121,0.58675922
24750,0.44821684,-2.3246861,0.066379813,-1.8104629,0.5768498
24800,0.46099816,-2.3261253,0.057957236,-1.807554,0.5440717
24850,0.42644992,-2.3158326,0.075469695,-1.8142684,0.75323682
24900,0.45676189,-2.3313834,0.070361695,-1.8046404,0.64144804
24950,0.44125401,-2.3211387,0.063719903,-1.8165325,0.72318806
25000,0.45840984,-2.3419557,0.066025868,-1.817902,0.65771217
25050,0.45562923,-2.3320902,0.061446217,-1.8153944,0.66158753
25100,0.4375912,-2.3129974,0.066508661,-1.8092622,0.858249
25150,0.46759107,-2.3450216,0.059279094,-1.8185411,0.71839174
25200,0.44699201,-2.3407835,0.065379709,-1.8287843,0.69637778
25250,0.46727365,-2.3422774,0.054321008,-1.8210722,0.72111549
25300,0.4598722,-2.3389832,0.062467443,-1.8170268,0.77302756
25350,0.44256596,-2.3275631,0.066834378,-1.8185316,0.71133026
25400,0.45008775,-2.3366458,0.063592364,-1.8233408,0.71473397
25450,0.44570498,-2.3420415,0.068151509,-1.8285564,0.64478624
25500,0.45497328,-2.32088,0.053166245,-1.8131196,0.73211938
25550,0.44660264,-2.3148712,0.055310288,-1.8133304,0.74238839
25600,0.45901002,-2.3428041,0.060417075,-1.8237595,0.73110545
25650,0.45978533,-2.3390276,0.060820263,-1.8188052,0.66291371
25700,0.46499268,-2.3487688,0.064996735,-1.8191669,0.69317507
25750,0.46776374,-2.3443809,0.06772344,-1.8092835,0.65683417
25800,0.45955405,-2.3305883,0.06529444,-1.8061228,0.70020413
25850,0.46046019,-2.3285,0.060387711,-1.8080359,0.68297042
25900,0.45348903,-2.3302986,0.068524536,-1.8086629,0.6304891
25950,0.44679879,-2.3201484,0.055148365,-1.8185736,0.93778086
26000,0.44990634,-2.3311148,0.061022857,-1.8205606,0.85357191
26050,0.44526077,-2.3242791,0.065996706,-1.8133927,0.85770691
26100,0.45416209,-2.3308436,0.058577396,-1.8184826,0.81928369
26150,0.45675398,-2.3375736,0.061277426,-1.8199229,0.78065073
26200,0.45045804,-2.3355235,0.064177104,-1.8212637,0.76017535
26250,0.47028922,-2.3546546,0.059491894,-1.8252654,0.49994689
26300,0.46498527,-2.3421164,0.051891807,-1.8256269,0.65345329
26350,0.45116114,-2.3235072,0.057581561,-1.8151404,0.72689321
26400,0.45350702,-2.3210162,0.062789501,-1.8050976,0.8467859
26450,0.45707666,-2.330214,0.065346755,-1.8081715,0.6313473
26500,0.45808148,-2.3293083,0.065224511,-1.806384,0.64138832
26550,0.46456483,-2.3359049,0.059625905,-1.8121013,0.58331123
26600,0.4573158,-2.3195407,0.062220502,-1.8003855,0.78463562
26650,0.45968374,-2.3342896,0.070398546,-1.8045903,0.7395031
26700,0.4658378,-2.3361391,0.062813755,-1.8078758,0.606852
26750,0.46385358,-2.330692,0.061553381,-1.8056716,0.83979195
26800,0.44276983,-2.3255828,0.068029932,-1.815152,0.88744281
26850,0.46563349,-2.3296709,0.059266781,-1.8051587,0.74248068
26900,0.46647589,-2.3396497,0.066300346,-1.8072622,0.72248105
26950,0.46146848,-2.331307,0.060996341,-1.8092267,0.80723973
27000,0.46487037,-2.3405997,0.062092379,-1.8140244,0.59777258
27050,0.48026043,-2.354995,0.067185253,-1.8079495,0.53890301
27100,0.4551623,-2.3362568,0.057844515,-1.8236293,0.77272876
27150,0.45608546,-2.3339039,0.062354328,-1.8158442,0.66056615
27200,0.46946046,-2.3505965,0.06894508,-1.8125822,0.52292406
27250,0.44679236,-2.3271913,0.0654885,-1.8152828,0.89942259
27300,0.4521412,-2.3267787,0.068390692,-1.8066236,0.89160383
27350,0.4667249,-2.3384024,0.061142363,-1.8109241,0.79710642
27400,0.46057794,-2.3327186,0.05807048,-1.814454,0.71157252
27450,0.45629155,-2.3224946,0.05871002,-1.8078733,0.69712495
27500,0.46258853,-2.338641,0.058659223,-1.8177787,0.69249068
27550,0.46780197,-2.3302309,0.056177701,-1.806641,0.63291785
27600,0.4487301,-2.3175581,0.061182941,-1.808019,0.71558559
27650,0.45758387,-2.3200618,0.051316088,-1.8115432,0.74928359
27700,0.44980065,-2.3216114,0.061528869,-1.8106567,0.8126361
27750,0.4567852,-2.3299713,0.05783002,-1.8157367,0.60927277
27800,0.46169342,-2.333469,0.061167248,-1.810993,0.62516268
27850,0.47303134,-2.3346683,0.056903036,-1.8051281,0.52166892
27900,0.45097365,-2.3303331,0.066165719,-1.8135696,0.61322924
27950,0.48163259,-2.3569241,0.059708686,-1.8159842,0.44496604
28000,0.46692293,-2.3455336,0.063048352,-1.8159514,0.56926406
28050,0.45681582,-2.3338905,0.058086525,-1.8193688,0.67813016
28100,0.45712166,-2.3364803,0.062700559,-1.817039,0.70922073
28150,0.46434521,-2.3370861,0.05483585,-1.818292,0.6998497
28200,0.46141594,-2.3415369,0.069907933,-1.8105975,0.64863453
28250,0.45837419,-2.3473889,0.066838729,-1.8225579,0.66045005
28300,0.45319271,-2.3520482,0.072979585,-1.8262536,0.73210338
28350,0.45343556,-2.3311976,0.064485098,-1.8136548,0.7326462
28400,0.45770533,-2.3338716,0.060858621,-1.815689,0.67841702
28450,0.4779582,-2.3492658,0.058342795,-1.8133631,0.62262989
28500,0.44829754,-2.3253956,0.061708522,-1.8157631,0.82720567
28550,0.47139276,-2.3469453,0.063127511,-1.8128179,0.69288769
28600,0.46944803,-2.3456974,0.06877969,-1.8078609,0.50215731
28650,0.44181308,-2.331394,0.0764881,-1.813461,0.62905106
28700,0.46791038,-2.3374846,0.063026961,-1.8069372,0.67924149
28750,0.47254177,-2.3470528,0.057388591,-1.8175162,0.52390467
28800,0.46595816,-2.3335767,0.058764784,-1.809242,0.56341401
28850,0.44501931,-2.3290015,0.07485125,-1.8095018,0.64155877
28900,0.45535727,-2.3208268,0.053655814,-1.8121932,0.69072632
28950,0.45326238,-2.3246848,0.06424086,-1.8075593,0.71685046
29000,0.46205379,-2.3418621,0.063051318,-1.8171421,0.63703478
29050,0.44916978,-2.3232293,0.052304005,-1.8221298,0.68448695
29100,0.45867906,-2.3387194,0.065866686,-1.8145558,0.6013932
29150,0.45562049,-2.3374402,0.063526613,-1.8186728,0.68577822
29200,0.46833164,-2.3404164,0.054602948,-1.8178721,0.65320681
29250,0.46162931,-2.3340725,0.058789764,-1.8140381,0.74890587
29300,0.45187882,-2.3126712,0.057152452,-1.8040165,0.78018108
29350,0.4525442,-2.3375526,0.066389042,-1.8189965,0.61007732
29400,0.45406466,-2.3243015,0.059822055,-1.8107932,0.77758769
29450,0.47033899,-2.35049,0.062881213,-1.8176617,0.67979689
29500,0.45,-2.3413677,0.054358663,-1.837384,0.59351864
29550,0.45882095,-2.3757264,0.069545641,-1.8477422,0.39310798
29600,0.43996065,-2.3373073,0.061878008,-1.8358353,0.68167729
29650,0.42672812,-2.3208372,0.055736944,-1.8387278,0.67087675
29700,0.44747233,-2.3437786,0.059992775,-1.8366864,0.46517224
29750,0.43428038,-2.335721,0.054936586,-1.8468659,0.59843052
29800,0.44246175,-2.3310935,0.061689883,-1.8273106,0.55364263
29850,0.44532917,-2.3353604,0.05446298,-1.8359394,0.5166772
29900,0.44174402,-2.3269102,0.060022617,-1.8255117,0.63020843
29950,0.44542812,-2.3399687,0.06091198,-1.8339998,0.67876884
30000,0.45736244,-2.3440817,0.057550831,-1.8295495,0.60227053
30050,0.43287204,-2.3402202,0.065732493,-1.8419764,0.69121243
30100,0.43439815,-2.3340443,0.069010254,-1.8309979,0.69201147
30150,0.4302866,-2.3299627,0.059493026,-1.8405416,0.66310753
30200,0.46081634,-2.3517018,0.052102499,-1.8391669,0.56359019
30250,0.43081857,-2.3334813,0.064219296,-1.8388024,0.68566122
30300,0.45668669,-2.3471926,0.053624526,-1.837262,0.50806065
30350,0.4385184,-2.3483498,0.059601272,-1.8505956,0.57429762
30400,0.45,-2.3227425,0.056188724,-1.8169287,0.79560517
30450,0.46515169,-2.3401351,0.054889517,-1.8204815,0.63112051
30500,0.4455015,-2.3135469,0.058297662,-1.810119,0.82385012
30550,0.47178509,-2.3398715,0.061785705,-1.8066939,0.60658413
30600,0.45,-2.3046886,0.07318269,-1.7818809,0.81946257
30650,0.48753989,-2.3223523,0.051182752,-1.7840359,0.75594428
30700,0.45,-2.3297528,0.0552266,-1.8249012,0.84982923
30750,0.46349582,-2.3331113,0.069636453,-1.8003652,0.7375324
30800,0.4528636,-2.3258308,0.057125661,-1.8162189,0.64298623
30850,0.48293504,-2.3509189,0.053078086,-1.8153082,0.53637869
30900,0.45837471,-2.3288037,0.061897741,-1.8089132,0.74814506
30950,0.46085242,-2.3349639,0.065641282,-1.8088543,0.62834925
31000,0.45447205,-2.3389951,0.06346312,-1.8214387,0.63444673
31050,0.46054059,-2.3370851,0.049509586,-1.8274187,0.6466391
31100,0.45498307,-2.3303026,0.065997595,-1.8097011,0.57866479
31150,0.46684805,-2.3362814,0.055318966,-1.8145034,0.63521045
31200,0.45,-2.3473501,0.055773448,-1.8419516,0.53270064
31250,0.44951185,-2.3501438,0.059301467,-1.841705,0.52243556
31300,0.4454392,-2.3454102,0.065334353,-1.8350078,0.64692873
31350,0.42867066,-2.3246177,0.056956354,-1.8393479,0.806235
31400,0.45,-2.3239629,0.06113971,-1.8131981,0.87245522
31450,0.45533158,-2.3222258,0.056952095,-1.8103216,0.7909646
31500,0.46485548,-2.3349169,0.060644445,-1.8098044,0.67096595
31550,0.45425215,-2.3231304,0.05419834,-1.8150585,0.8649778
31600,0.44473108,-2.325119,0.062844574,-1.817914,0.72597065
31650,0.45754592,-2.319522,0.057474237,-1.8048832,0.77450003
31700,0.46025832,-2.3355236,0.05970953,-1.8159393,0.71519492
31750,0.45643986,-2.3313973,0.063818849,-1.811519,0.73255467
31800,0.45,-2.3449756,0.058633992,-1.8367166,0.56075983
31850,0.45019161,-2.3346293,0.059342208,-1.8254706,0.56902172
31900,0.44839019,-2.3342562,0.051169816,-1.8350699,0.68773045
31950,0.42567427,-2.3217985,0.06075597,-1.835723,0.6889114
32000,0.43433644,-2.3437326,0.062891026,-1.8468671,0.5962663
32050,0.44602967,-2.3338517,0.052259122,-1.8359346,0.59577501
32100,0.43320412,-2.3251552,0.059037229,-1.8332748,0.72689449
32150,0.43462128,-2.3443761,0.061444934,-1.8486721,0.57060358
32200,0.44925768,-2.3363313,0.055866553,-1.8315815,0.63435597
32250,0.44125708,-2.3421554,0.056044314,-1.8452217,0.61331981
32300,0.45031741,-2.3445153,0.064139095,-1.8304341,0.58504511
32350,0.42038353,-2.3205301,0.066210342,-1.8342866,0.69752337
32400,0.44523264,-2.3373087,0.063245926,-1.8292012,0.62435494
32450,0.44290399,-2.3385429,0.05960289,-1.8364051,0.49870692
32500,0.43178336,-2.3329863,0.064301804,-1.837261,0.5360315
32550,0.45015334,-2.3384663,0.059742922,-1.8289451,0.64920113
32600,0.44400566,-2.3416225,0.063477288,-1.8345095,0.70007207
32650,0.4559948,-2.3534668,0.05476833,-1.8430837,0.61960077
32700,0.4527208,-2.3457656,0.062811148,-1.8306109,0.71704511
32750,0.44880985,-2.3464304,0.06052578,-1.8374688,0.62722584
32800,0.44384693,-2.3398418,0.064830454,-1.8315343,0.6148815
32850,0.43871913,-2.3214825,0.059218167,-1.8239108,0.65077712
32900,0.44806597,-2.3404861,0.061249997,-1.8315435,0.63381984
32950,0.43490688,-2.3333889,0.063209626,-1.8356348,0.67961696
33000,0.44061405,-2.3414632,0.058203449,-1.8430128,0.66441439
33050,0.43792349,-2.3295331,0.061518352,-1.8304562,0.6134784
33100,0.43464138,-2.3429262,0.067867005,-1.84078,0.65645743
33150,0.43748761,-2.3361829,0.052593858,-1.846466,0.85243609
33200,0.44917243,-2.3475279,0.062765894,-1.8359639,0.63473026
33250,0.45177883,-2.3419803,0.054797268,-1.8357807,0.78116062
33300,0.43828782,-2.3425855,0.063517514,-1.8411454,0.60588812
33350,0.45879832,-2.3615955,0.064091499,-1.839088,0.50257086
33400,0.45416413,-2.3605912,0.064529098,-1.8422764,0.53275181
33450,0.44173687,-2.3435797,0.062183507,-1.8400274,0.63965223
33500,0.44772826,-2.3532918,0.063698297,-1.8422384,0.61924734
33550,0.4522027,-2.3495951,0.057261688,-1.8405075,0.76708646
33600,0.44917672,-2.3408907,0.056220116,-1.8358682,0.78170671
33650,0.4555676,-2.3442318,0.054190921,-1.8348529,0.62208586
33700,0.45039962,-2.3420909,0.059512252,-1.8325543,0.52347266
33750,0.44815672,-2.3458719,0.060665264,-1.8374234,0.5239606
33800,0.43135912,-2.334757,0.061086863,-1.8426705,0.64388544
33850,0.45310971,-2.341074,0.060811439,-1.8275304,0.51380604
33900,0.46094259,-2.3515761,0.055145474,-1.8358722,0.58472354
33950,0.42871932,-2.3284295,0.062979498,-1.8370879,0.54726097
34000,0.43136282,-2.3333607,0.062625325,-1.839732,0.53930814
34050,0.44553279,-2.3492211,0.063732474,-1.8403271,0.48482716
34100,0.4474041,-2.349843,0.066592585,-1.8362191,0.48169211
34150,0.45457162,-2.3430332,0.062129192,-1.8267112,0.59523011
34200,0.45320827,-2.3463672,0.063062715,-1.8304739,0.6305794
34250,0.46110077,-2.34744,0.055109968,-1.8316136,0.50971806
34300,0.43879981,-2.332819,0.057203077,-1.8371817,0.55269874
34350,0.43524252,-2.3372453,0.05190031,-1.8504652,0.67900908
34400,0.446639,-2.3451539,0.061099735,-1.8377874,0.70717044
34450,0.444098,-2.3276225,0.059134503,-1.8247601,0.60756208
34500,0.44280108,-2.3335898,0.061685363,-1.8294724,0.70283799
34550,0.44627782,-2.3456119,0.06519964,-1.8345064,0.51980897
34600,0.44296758,-2.3401959,0.063140078,-1.8344574,0.58968624
34650,0.44572787,-2.3401463,0.064197785,-1.8305921,0.46124858
34700,0.45037449,-2.3463113,0.05694241,-1.8393697,0.53205983
34750,0.45536925,-2.3573089,0.062713047,-1.8396061,0.47575672
34800,0.4403397,-2.3361564,0.06164858,-1.834535,0.68862155
34850,0.46175493,-2.3538741,0.054786292,-1.8377176,0.58225166
34900,0.44681009,-2.3532641,0.059693828,-1.8471326,0.60264191
34950,0.46500242,-2.3569294,0.054306621,-1.8380079,0.46941725
35000,0.45506689,-2.3590101,0.060366099,-1.8439564,0.56239651
35050,0.4561477,-2.3532587,0.059071388,-1.8384197,0.63230925
35100,0.45461166,-2.3672464,0.069522949,-1.8434907,0.44975939
35150,0.4586801,-2.3597844,0.055979702,-1.8455068,0.4474471
35200,0.45506683,-2.3661872,0.065866847,-1.8456328,0.47324362
35250,0.4727562,-2.3559435,0.052695771,-1.8308855,0.55654865
35300,0.46138763,-2.3616847,0.062681691,-1.8379999,0.5274221
35350,0.44543189,-2.3454757,0.063282755,-1.8371323,0.74395856
35400,0.4501948,-2.3467012,0.064705033,-1.8321765,0.62405524
35450,0.46451959,-2.3571525,0.060983993,-1.832036,0.34853005
35500,0.45961785,-2.349871,0.062586417,-1.8280497,0.59717698
35550,0.46205708,-2.3517275,0.065623143,-1.8244323,0.45463036
35600,0.46758643,-2.3543094,0.061287077,-1.8258255,0.40906834
35650,0.46026373,-2.3543425,0.067858022,-1.8266043,0.50176673
35700,0.45332342,-2.343832,0.067423229,-1.8234631,0.52223672
35750,0.44035722,-2.3399571,0.068862541,-1.8311043,0.68196827
35800,0.46036579,-2.3614534,0.062068536,-1.8394027,0.41237781
35850,0.46054206,-2.3609589,0.064805051,-1.8359955,0.44549638
35900,0.45089028,-2.3581469,0.070984456,-1.8366479,0.54750421
35950,0.44053864,-2.3274676,0.057114062,-1.830182,0.63569123
36000,0.45300215,-2.3473682,0.064888421,-1.8298552,0.42401333
36050,0.44528256,-2.3426482,0.062003357,-1.8357334,0.50183554
36100,0.45349317,-2.352739,0.066828103,-1.8327956,0.35353819
36150,0.46397928,-2.3478948,0.058162286,-1.8261399,0.46518726
36200,0.45552747,-2.3585244,0.067019244,-1.8363572,0.390403
36250,0.45248803,-2.3403566,0.061497359,-1.8267483,0.46563791
36300,0.44052141,-2.3388204,0.065482474,-1.8331836,0.56276907
36350,0.44883038,-2.3570836,0.066212074,-1.8424152,0.53272976
36400,0.45061319,-2.3417059,0.066144765,-1.8253235,0.58971192
36450,0.44494744,-2.3435209,0.062400333,-1.8365439,0.57350664
36500,0.45224599,-2.3511766,0.06168924,-1.8376182,0.44838906
36550,0.46105343,-2.371515,0.071533131,-1.8393127,0.37689866
36600,0.44834834,-2.3404145,0.065427274,-1.8270125,0.51760939
36650,0.44674455,-2.3312615,0.053602463,-1.8312868,0.6828107
36700,0.45275237,-2.3476208,0.060106638,-1.8351391,0.56238327
36750,0.451503,-2.3412642,0.061445094,-1.8286923,0.5349694
36800,0.44701479,-2.3465007,0.059789449,-1.840069,0.57123652
36850,0.44983148,-2.3354312,0.058324286,-1.8276503,0.4714741
36900,0.45425957,-2.3509263,0.058240815,-1.8388045,0.57034492
36950,0.45624586,-2.3399493,0.057205726,-1.8268779,0.60749612
37000,0.45109616,-2.3379039,0.057325475,-1.8298582,0.54933594
37050,0.44702591,-2.3471544,0.06346042,-1.8370406,0.64229774
37100,0.437751,-2.3427682,0.06764246,-1.8377396,0.53551803
37150,0.45409864,-2.3363423,0.056431779,-1.8261903,0.62718394
37200,0.44904393,-2.3373864,0.056623152,-1.8320935,0.60403211
37250,0.44859381,-2.3475216,0.063942057,-1.8353596,0.58708634
37300,0.45700282,-2.3556103,0.065438369,-1.8335499,0.43396272
37350,0.43219639,-2.3300955,0.058632306,-1.8396269,0.57577941
37400,0.44047084,-2.3449663,0.068166021,-1.8366965,0.50898365
37450,0.45325094,-2.3533904,0.061196074,-1.8393211,0.54935405
37500,0.45,-2.3205937,0.064780034,-1.8061887,0.63062258
37550,0.44742927,-2.3193162,0.065079475,-1.8071803,0.68603004
37600,0.45924584,-2.3264514,0.057063974,-1.8105243,0.65161017
37650,0.47620192,-2.3483805,0.058382128,-1.8141933,0.55095485
37700,0.45745217,-2.3265256,0.055137003,-1.8143177,0.73805722
37750,0.45840776,-2.3354042,0.060507123,-1.8168713,0.63237137
37800,0.44997815,-2.3246,0.061408528,-1.8135883,0.56828209
37850,0.46463873,-2.3432322,0.064447205,-1.8145334,0.54003419
37900,0.45256715,-2.3220045,0.058631064,-1.8111835,0.65331072
37950,0.45358278,-2.3299599,0.065147694,-1.8116074,0.50175525
38000,0.45059035,-2.3247621,0.062854074,-1.8116932,0.60490046
38050,0.45152622,-2.3197161,0.053335647,-1.8152305,0.74393806
38100,0.45227496,-2.3322709,0.069251833,-1.811121,0.6372047
38150,0.46952019,-2.3498844,0.063995499,-1.81676,0.48452421
38200,0.4503385,-2.3286679,0.064540311,-1.8141643,0.65548744
38250,0.44969568,-2.3371742,0.073437533,-1.8144158,0.6600316
38300,0.45050572,-2.3339169,0.071452746,-1.8123339,0.65696176
38350,0.46038463,-2.326371,0.060867379,-1.8055027,0.62420176
38400,0.45223765,-2.322471,0.054530341,-1.8160799,0.6748582
38450,0.45361148,-2.3234924,0.058307061,-1.8119518,0.71118515
38500,0.44993173,-2.337387,0.069147017,-1.8186832,0.66326365
38550,0.46633569,-2.3376172,0.059844895,-1.8118253,0.58131809
38600,0.44399108,-2.3195895,0.059127663,-1.8168407,0.77328661
38650,0.46326929,-2.3257866,0.049003377,-1.8139,0.72818949
38700,0.4580535,-2.3359425,0.058707387,-1.8195633,0.58732873
38750,0.44184208,-2.3150667,0.057085393,-1.8165074,0.76838198
38800,0.45724147,-2.3424206,0.064728432,-1.8208317,0.58652467
38850,0.45762756,-2.3477307,0.064055016,-1.8264295,0.62550026
38900,0.4535909,-2.329018,0.05969609,-1.816109,0.63082152
38950,0.46133162,-2.3410678,0.050943884,-1.8291768,0.67432109
39000,0.45205129,-2.3274896,0.060869313,-1.8149458,0.60926503
39050,0.44657144,-2.3343973,0.063285251,-1.8249127,0.55712476
39100,0.43956646,-2.3118446,0.058256425,-1.814388,0.78600686
39150,0.45661651,-2.3256211,0.055382401,-1.8140027,0.61466036
39200,0.45876622,-2.3342536,0.054884894,-1.8209848,0.63109306
39250,0.4470997,-2.3304363,0.065471746,-1.8182374,0.83491657
39300,0.45870662,-2.3383901,0.06674039,-1.8133253,0.65276772
39350,0.44975957,-2.3385133,0.067407245,-1.8217213,0.63425059
39400,0.45430408,-2.3285696,0.058640563,-1.8160035,0.73014724
39450,0.44106041,-2.3075826,0.055350538,-1.8115392,0.92443224
39500,0.45626362,-2.332301,0.060422758,-1.8159948,0.76115445
39550,0.46564308,-2.34537,0.062722227,-1.8173928,0.62022169
39600,0.45120938,-2.3245106,0.059896376,-1.8137809,0.82280382
39650,0.46420397,-2.3414619,0.058939649,-1.8187052,0.70874386
39700,0.45210287,-2.3324552,0.066367916,-1.8143611,0.64330435
39750,0.46101733,-2.3376606,0.062099803,-1.8149276,0.69461585
39800,0.43524083,-2.3113708,0.065923757,-1.8105689,0.88423084
39850,0.47126715,-2.342544,0.059891533,-1.8117781,0.59340168
39900,0.45539489,-2.3460802,0.066851385,-1.8242134,0.71717254
39950,0.4686726,-2.3396186,0.06091102,-1.8104255,0.62770706
40000,0.46841749,-2.3313289,0.052563839,-1.8107379,0.76148612
40050,0.47389764,-2.3540737,0.065014997,-1.8155559,0.66886634
40100,0.44967097,-2.3310306,0.065156279,-1.816578,0.84827243
